Customer ID,City,Zip Code,Latitude,Longitude
2260-USTRB,Campo,91906,32.673483,-116.472863
8623-TMRBY,Chula Vista,91915,32.605012,-116.97595
6900-PXRMS,Spring Valley,91978,32.730264,-116.950963
3346-BRMIS,Bonsall,92003,33.290907,-117.202895
2722-JMONI,Escondido,92029,33.079834,-117.134275
7579-OOPEC,Pala,92059,33.384345,-117.072619
1771-OADNZ,Pauma Valley,92061,33.313828,-116.940501
0612-RTZZA,Vista,92084,33.22784,-117.200024
4433-JCGCG,San Diego,92129,32.961064,-117.134917
9488-HGMJH,Indian Wells,92210,33.537646,-116.291089
4818-QIUFN,Desert Hot Springs,92241,33.832799,-116.250973
6961-VCPMC,North Palm Springs,92258,33.906496,-116.569499
4424-TKOPW,Crestline,92325,34.248061,-117.29028
4201-JMNGR,Lucerne Valley,92356,34.508417,-116.856103
1866-RZZQS,Redlands,92373,34.003243,-117.138286
8631-NBHFZ,Running Springs,92382,34.186211,-117.07683
4958-XCBDQ,Victorville,92394,34.567058,-117.362329
8337-UPOAQ,Wrightwood,92397,34.358321,-117.618263
6712-OAWRH,San Bernardino,92408,34.084909,-117.258107
5914-DVBWJ,Riverside,92508,33.885499,-117.324959
8644-XLFBW,Lake Elsinore,92532,33.705836,-117.318204
1833-VGRUM,Perris,92570,33.787298,-117.320676
8374-XGEJJ,Temecula,92590,33.475493,-117.219551
6946-LMSQS,Temecula,92592,33.507255,-117.029473
4039-HEUNW,Irvine,92620,33.716136,-117.752574
0812-WUPTB,Corona Del Mar,92625,33.600987,-117.862734
2403-BCASL,Santa Ana,92705,33.766004,-117.786763
3871-IKPYH,Camarillo,93010,34.227846,-119.079903
1304-NECVQ,Somis,93066,34.297628,-119.014627
5655-JSMZM,Coalinga,93210,36.186867,-120.387793
4505-EXZHB,Ducor,93218,35.846067,-119.004073
8972-HJWNV,Huron,93234,36.217864,-120.080117
2860-RANUS,Mc Kittrick,93251,35.38381,-119.730885
0406-BPDVR,Visalia,93277,36.303793,-119.375646
5276-KQWHG,Woody,93287,35.710244,-118.881679
9667-EQRXU,Boron,93516,34.95703,-117.73045
0946-CLJTI,Palmdale,93551,34.613476,-118.256358
0324-BRPCJ,Palmdale,93591,34.598221,-117.79593
9189-JWSHV,Helm,93627,36.520537,-120.118055
0576-WNXXC,Parlier,93648,36.622237,-119.521126
5482-PLVPE,Daly City,94014,37.691561,-122.445202
4902-OHLSK,Half Moon Bay,94019,37.45567,-122.407992
0495-ZBNGW,Loma Mar,94021,37.266388,-122.26308
2357-COQEK,Atherton,94027,37.454924,-122.203168
2034-CGRHZ,San Francisco,94104,37.791222,-122.402241
9360-AHGNL,Concord,94519,37.990118,-122.012188
5485-WUYWF,Crockett,94525,38.049292,-122.228415
2632-UCGVD,Fairfield,94533,38.287136,-122.02711
6425-YQLLO,Pinole,94564,37.996462,-122.293716
2091-RFFBA,Port Costa,94569,38.035707,-122.196821
6899-PPEEA,Vallejo,94590,38.104705,-122.247387
4597-NUCQV,Oakland,94601,37.776523,-122.219268
3754-DXMRT,San Pablo,94806,37.980269,-122.342635
7130-VTEWQ,San Rafael,94903,38.018065,-122.546024
7903-CMPEY,Corte Madera,94925,37.924014,-122.511694
1704-NRWYE,Point Reyes Station,94956,38.060264,-122.830646
7481-ATQQS,Boulder Creek,95006,37.171727,-122.142961
0023-HGHWL,Morgan Hill,95037,37.161544,-121.649371
1792-UXAFY,San Jose,95110,37.34667,-121.910019
6161-UUUTA,Stockton,95206,37.902422,-121.440029
6543-XRMYR,Stockton,95209,38.044523,-121.348048
2479-BRAMR,Murphys,95247,38.147852,-120.440124
3714-JTVOV,Crows Landing,95313,37.435664,-121.049056
8580-QVLOC,Merced,95348,37.40122,-120.514191
2012-NWRPA,Modesto,95355,37.672906,-120.946594
8808-ELEHO,Modesto,95356,37.716186,-121.025836
9058-CBREO,Winton,95388,37.421299,-120.599587
8063-GBATB,Cobb,95426,38.838088,-122.73203
1069-XAIEM,Mendocino,95460,39.305545,-123.743697
6987-XQSJT,Blue Lake,95525,40.94338,-123.831799
0722-TROQR,Davis,95616,38.508735,-121.678813
6402-ZFPPI,Fair Oaks,95628,38.652065,-121.25441
9965-YOKZB,Grizzly Flats,95636,38.636102,-120.522149
0504-HHAPI,Guinda,95637,38.830739,-122.196202
3791-LGQCY,Loomis,95650,38.809175,-121.171375
8166-ZZTFS,Roseville,95661,38.736685,-121.251984
2956-GGUCQ,Pioneer,95666,38.546999,-120.271114
2778-OCLGR,Soda Springs,95728,39.279068,-120.414275
7067-KSAZT,Chico,95928,39.681488,-121.83721
9300-AGZNL,Elk Creek,95939,39.53222,-122.594879
1112-CUNAO,Grimes,95950,39.033058,-121.895718
3389-YGYAI,Princeton,95970,39.424957,-122.039307
3070-DVEYC,Williams,95987,39.117537,-122.284654
5707-ORNDZ,Yuba City,95993,39.075694,-121.70606
8696-JKZNU,Anderson,96007,40.448632,-122.306657
2055-PDADH,Big Bend,96011,41.096569,-121.879082
2302-ANTDP,Hat Creek,96040,40.789799,-121.474529
5233-GEEAX,Lewiston,96052,40.704293,-122.803899
7137-RYLPP,Paskenta,96074,39.884395,-122.587513
3957-LXOLK,Shingletown,96088,40.497441,-121.827524
5281-BUZGT,Weaverville,96093,40.759401,-122.939337
2718-GAXQD,Fallbrook,92028,33.362575,-117.299644
3217-FZDMN,Los Angeles,90001,33.973616,-118.24902
7480-QNVZJ,Los Angeles,90005,34.059281,-118.30742
7124-UGSUR,Los Angeles,90028,34.099869,-118.326843
1862-SKORY,Los Angeles,90029,34.089953,-118.294824
4816-JBHOV,Los Angeles,90044,33.952714,-118.292061
3247-ZVOUO,Downey,90240,33.956228,-118.120993
1268-ASBGA,Huntington Park,90255,33.97803,-118.217141
4713-LZDRV,Malibu,90263,34.037037,-118.705803
4325-NFSKC,Pacific Palisades,90272,34.079449,-118.548306
6502-HCJTI,Lakewood,90712,33.840524,-118.148403
8258-GSTJK,San Pedro,90732,33.744119,-118.31448
2995-UPRYS,Long Beach,90802,33.752524,-118.210737
6686-YPGHK,Long Beach,90808,33.823943,-118.111335
8020-BWHYL,Montrose,91020,34.2112,-118.230625
6892-XPFPU,Pasadena,91107,34.159007,-118.087353
8010-EZLOU,San Marino,91108,34.122671,-118.112911
8062-YBDOE,Canyon Country,91351,34.422519,-118.420717
3672-YITQD,Castaic,91384,34.506627,-118.699048
8988-ECPJR,Van Nuys,91411,34.17847,-118.459472
3776-EKTKM,Burbank,91501,34.188339,-118.300942
0643-OKLRP,Azusa,91702,34.174493,-117.87068
9381-NDKME,El Monte,91731,34.079934,-118.046695
8327-LZKAS,Pomona,91767,34.083086,-117.737997
1075-BGWOH,Rosemead,91770,34.065108,-118.082791
8485-GJCDN,San Diego,92109,32.787836,-117.232376
6029-WTIPC,San Diego,92109,32.787836,-117.232376
3317-HRTNN,San Diego,92109,32.787836,-117.232376
5569-OUICF,San Diego,92109,32.787836,-117.232376
5747-PMBSQ,San Diego,92126,32.886925,-117.152162
2982-IHMFT,San Diego,92126,32.886925,-117.152162
5143-EGQFK,San Diego,92126,32.886925,-117.152162
6168-WFVVF,San Diego,92126,32.886925,-117.152162
7450-NWRTR,San Diego,92126,32.886925,-117.152162
6005-OBZPH,San Diego,92126,32.886925,-117.152162
7932-WPTDS,San Diego,92126,32.886925,-117.152162
7000-WCEVQ,Wrightwood,92397,34.358321,-117.618263
5959-BELXA,Yucaipa,92399,34.04597,-117.011825
2506-TNFCO,Riverside,92509,34.004379,-117.447864
6060-DRTNL,San Jacinto,92583,33.796568,-116.924723
8473-VUVJN,Temecula,92590,33.475493,-117.219551
0196-VULGZ,Irvine,92620,33.716136,-117.752574
1976-CFOCS,Dana Point,92629,33.477923,-117.705314
4631-OACRM,Lake Forest,92630,33.644849,-117.684254
3755-JBMNH,Huntington Beach,92648,33.679659,-118.016195
6345-ULYRW,Laguna Beach,92651,33.570023,-117.773669
0013-EXCHZ,Camarillo,93010,34.227846,-119.079903
5550-VFRLC,Moorpark,93021,34.312945,-118.858169
2657-ALMWY,Simi Valley,93065,34.269449,-118.768471
6284-AHOOQ,Avenal,93204,35.916943,-120.129921
2460-FPSYH,Exeter,93221,36.301689,-119.018233
5028-HTLJB,New Cuyama,93254,34.956577,-119.750142
0875-CABNR,San Luis Obispo,93401,35.233745,-120.626442
6982-UQZLY,Los Alamos,93440,34.758699,-120.275839
0193-ESZXP,Oceano,93445,35.059695,-120.604741
4369-HTUIF,Pismo Beach,93449,35.165668,-120.655842
5287-QWLKY,Big Pine,93513,37.245505,-118.062943
1891-UAWWU,Johannesburg,93528,35.363339,-117.637641
3096-JRDSO,Fallbrook,92028,33.362575,-117.299644
2398-YPMUR,Dinuba,93618,36.523619,-119.386868
1265-XTECC,Madera,93638,37.004068,-119.930027
4871-JTKJF,Selma,93662,36.545322,-119.642281
1415-YFWLT,Shaver Lake,93664,37.223,-119.001021
3500-RMZLT,Fresno,93702,36.739385,-119.753649
2642-DTVCO,Chualar,93925,36.596271,-121.442274
1363-TXLSL,San Lucas,93954,36.125529,-120.864443
7136-RVDTZ,Portola Valley,94028,37.369709,-122.215844
6927-WTFIV,Redwood City,94061,37.461251,-122.235414
3398-ZOUAA,Redwood City,94063,37.499411,-122.196318
4844-JJWUY,San Francisco,94121,37.776718,-122.495781
4785-QRJHC,San Francisco,94132,37.722302,-122.491129
1965-AKTSX,Byron,94514,37.83323,-121.601461
7248-VZQLC,Concord,94521,37.971421,-121.971504
0011-IGKFF,Martinez,94553,38.014457,-122.115432
6496-SLWHQ,Moraga,94556,37.827946,-122.107185
9912-GVSEQ,Napa,94558,38.489789,-122.27011
5383-MMTWC,Oakley,94561,37.999406,-121.686241
6877-LGWXO,Pleasanton,94588,37.685052,-121.912061
5167-GBFRE,Oakland,94602,37.803883,-122.208417
1324-NLTJE,Emeryville,94608,37.83726,-122.287648
5567-WSELE,Richmond,94801,37.945288,-122.383941
6646-VRFOL,Larkspur,94939,37.937082,-122.532369
9090-SGQXL,Ben Lomond,95005,37.078873,-122.090386
6595-YGXIT,Boulder Creek,95006,37.171727,-122.142961
9835-ZIITK,Campbell,95008,37.279689,-121.954567
5649-TJHOV,Davenport,95017,37.114335,-122.237162
9253-QXKBE,Morgan Hill,95037,37.161544,-121.649371
8775-LHDJH,San Jose,95136,37.270938,-121.851046
3097-NQYSN,San Jose,95139,37.218705,-121.762429
3565-UNOCC,Stockton,95209,38.044523,-121.348048
9190-MFJLN,Vallecito,95251,38.055562,-120.456298
1095-JUDTC,Woodbridge,95258,38.169605,-121.310964
5385-SUIRI,Delhi,95315,37.422961,-120.765493
6328-ZPBGN,Riverbank,95367,37.734971,-120.954271
2856-NNASM,Santa Rosa,95407,38.394091,-122.739814
6769-DYBQN,Clearlake,95422,38.965804,-122.631779
2446-BEGGB,Lakewood,90712,33.840524,-118.148403
1496-GGSUK,Fulton,95439,38.493888,-122.777141
3296-SILRA,Lakeport,95453,39.080469,-122.955176
5180-UCIIQ,Lucerne,95458,39.141934,-122.770679
1977-STDKI,The Sea Ranch,95497,38.696659,-123.436861
5813-UECBU,Bridgeville,95526,40.372532,-123.525626
4342-HENTK,Garberville,95542,40.057784,-123.679461
1597-LHYNC,Auburn,95602,38.99003,-121.114408
8651-ENBZX,Grizzly Flats,95636,38.636102,-120.522149
9286-DOJGF,Lotus,95651,38.815515,-120.916997
9661-MHUMO,Mather,95655,38.549822,-121.266725
8884-ADFVN,Roseville,95678,38.759751,-121.288545
2720-WGKHP,Sloughhouse,95683,38.470423,-121.114897
9776-CLUJA,Sacramento,95829,38.486502,-121.334051
3551-HUAZH,Brownsville,95919,39.440687,-121.263583
8634-MPHTR,Forbestown,95941,39.531028,-121.24807
2474-BRUCM,Redding,96002,40.527834,-122.318749
0616-ATFGB,Shasta Lake,96019,40.692523,-122.369876
7235-NXZCP,Hornbrook,96044,41.962127,-122.527696
6661-HBGWL,Mineral,96063,40.408796,-121.579609
9317-WZPGV,Paskenta,96074,39.884395,-122.587513
3621-CEOVK,Trinity Center,96091,41.081847,-122.700545
7632-MNYOY,Tahoe Vista,96148,39.24124,-120.054765
9248-OJYKK,San Diego,92121,32.898613,-117.202937
3398-FSHON,San Diego,92121,32.898613,-117.202937
3319-DWOEP,San Diego,92121,32.898613,-117.202937
0818-OCPZO,Los Angeles,90059,33.927254,-118.249826
1389-CXMLU,Downey,90242,33.921793,-118.140588
5561-NWEVX,Hermosa Beach,90254,33.86532,-118.396336
2272-QAGFO,Inglewood,90304,33.936827,-118.359824
3768-NLUBH,Torrance,90503,33.840399,-118.353714
7359-SSBJK,Whittier,90605,33.960891,-118.032222
0685-MLYYM,Buena Park,90620,33.845706,-118.012204
7957-RYHQD,Bellflower,90706,33.887676,-118.127289
6230-BSUXY,Paramount,90723,33.897122,-118.164432
3990-QYKBE,La Canada Flintridge,91011,34.234912,-118.153729
9274-CNFMO,Pacoima,91331,34.255442,-118.421314
3005-NFMTA,Valencia,91354,34.457005,-118.573726
5389-FFVKB,Thousand Oaks,91360,34.214054,-118.88109
8444-WRIDW,Thousand Oaks,91362,34.191842,-118.822796
5868-YWPDW,Sherman Oaks,91423,34.146957,-118.432138
1273-MTETI,Rancho Cucamonga,91737,34.245289,-117.642503
5480-HPRRX,Glendora,91740,34.119363,-117.855059
7234-FECYN,San Gabriel,91776,34.089927,-118.095645
1400-MMYXY,Alhambra,91801,34.090925,-118.128164
7142-HVGBG,Mount Laguna,91948,32.830852,-116.444601
1564-NTYXF,San Marcos,92078,33.119028,-117.166036
0886-QGENL,San Diego,92104,32.741499,-117.127409
8739-WWKDU,San Diego,92109,32.787836,-117.232376
8685-WHQPW,San Diego,92110,32.76501,-117.19938
7240-FQLHE,San Diego,92114,32.707892,-117.05512
6664-FPDAC,San Diego,92115,32.762506,-117.07245
0786-VSSUD,San Diego,92123,32.808814,-117.134694
6583-QGCSI,Indian Wells,92210,33.537646,-116.291089
1980-KXVPM,El Centro,92243,32.770393,-115.60915
0723-DRCLG,Fallbrook,92028,33.362575,-117.299644
6894-LFHLY,Escondido,92027,33.141265,-116.967221
8361-LTMKD,Fallbrook,92028,33.362575,-117.299644
3841-NFECX,Los Angeles,90033,34.050198,-118.210946
4929-XIHVW,Los Angeles,90034,34.030578,-118.399613
3413-BMNZE,Los Angeles,90037,34.002642,-118.287596
8012-SOUDQ,Los Angeles,90059,33.927254,-118.249826
6575-SUVOI,Los Angeles,90062,34.003553,-118.308933
