Customer ID,City,Zip Code
8685-WHQPW,San Diego,92110
7240-FQLHE,San Diego,92114
6664-FPDAC,San Diego,92115
0786-VSSUD,San Diego,92123
6583-QGCSI,Indian Wells,92210
1980-KXVPM,El Centro,92243
0723-DRCLG,Fallbrook,92028
6894-LFHLY,Escondido,92027
8361-LTMKD,Fallbrook,92028
3841-NFECX,Los Angeles,90033
4929-XIHVW,Los Angeles,90034
3413-BMNZE,Los Angeles,90037
8012-SOUDQ,Los Angeles,90059
6575-SUVOI,Los Angeles,90062
4667-QONEA,Los Angeles,90064
5067-XJQFU,Los Angeles,90067
1891-QRQSA,Downey,90241
2673-CXQEU,Gardena,90247
0191-ZHSKZ,Hawthorne,90250
2424-WVHPL,Redondo Beach,90278
5386-THSLQ,Santa Monica,90402
2639-UGMAZ,Artesia,90701
3146-MSEGF,Paramount,90723
1131-QQZEB,Sunset Beach,90742
2504-DSHIH,Thousand Oaks,91360
9058-HRZSV,Baldwin Park,91706
4522-AKYLR,Chino Hills,91709
0221-WMXNQ,Chino,91710
5046-NUHWD,Hacienda Heights,91745
7529-ZDFXI,La Verne,91750
3197-ARFOY,Ontario,91761
4716-HHKQH,Pomona,91767
3179-GBRWV,San Gabriel,91775
4847-TAJYI,Chula Vista,91911
6851-WEFYX,Descanso,91916
3167-SNQPL,Pine Valley,91962
2799-ARNLO,Bonsall,92003
5701-YVSVF,Fallbrook,92028
5697-GOMBF,Julian,92036
2739-CACDQ,La Jolla,92037
6035-BXTTY,Rancho Santa Fe,92067
0021-IKXGC,San Marcos,92078
4654-DLAMQ,Warner Springs,92086
4115-NZRKS,San Diego,92102
3351-NGXYI,San Diego,92106
8204-YJCLA,San Ysidro,92173
9774-NRNAU,Cabazon,92230
0224-RLWWD,Calexico,92231
3951-NJCVI,Cathedral City,92234
0177-PXBAT,Desert Center,92239
2519-ERQOJ,Desert Hot Springs,92241
0111-KLBQG,Morongo Valley,92256
1996-DBMUS,Palo Verde,92266
2055-SIFSS,Westmorland,92281
2806-MLNTI,White Water,92282
5628-RKIFK,Bloomington,92316
5760-WRAHC,Fontana,92336
1480-BKXGA,Mentone,92359
9076-AXYIK,Nipton,92364
4933-IKULF,Pinon Hills,92372
3780-DDGSE,Shoshone,92384
4612-SSVHJ,Yermo,92398
5756-OZRIO,Riverside,92504
4513-CXYIX,Lake Elsinore,92532
4332-MUOEZ,Moreno Valley,92553
6705-LXORM,Perris,92570
4109-CYRBD,Menifee,92584
8606-CIQUL,Temecula,92591
0356-OBMAC,Winchester,92596
1297-VQDRP,Foothill Ranch,92610
4676-MQUEA,Laguna Beach,92651
7025-WCBNE,Santa Ana,92705
6030-REHUX,Fountain Valley,92708
6522-YRBXD,Anaheim,92802
6689-VRRTK,Camarillo,93010
7134-MJPDY,Moorpark,93021
4881-JVQOD,Oxnard,93030
6797-UCJHZ,Simi Valley,93065
2469-DTSGX,Somis,93066
4908-XAXAY,Buttonwillow,93206
3509-GWQGF,Ducor,93218
3729-OWRVL,Pixley,93256
7251-LJBQN,Strathmore,93267
2682-KEVRP,Woodlake,93286
9978-HYCIN,Bakersfield,93301
8329-UTMVM,Bakersfield,93313
6952-OMNWB,Creston,93432
6549-YMFAW,Los Olivos,93441
1307-TVUFB,Santa Ynez,93460
7503-MIOGA,Shandon,93461
2499-AJYUA,Benton,93512
6919-ELBGL,Big Pine,93513
3966-HRMZA,Bishop,93514
5671-RQRLP,Fowler,93625
4785-NKHCX,O Neals,93645
4250-WAROZ,Fresno,93701
3523-BRGUW,Los Altos,94022
2123-AGEEN,Millbrae,94030
1258-YMZNM,Montara,94037
6259-WJQLC,Pacifica,94044
7508-SMHXL,San Francisco,94109
3956-CJUST,San Francisco,94115
4824-GUCBY,San Francisco,94127
6630-UJZMY,Palo Alto,94306
9904-EHEVJ,Bethel Island,94511
2826-DXLQO,El Cerrito,94530
9489-UTFKA,Travis Afb,94535
4849-PYRLQ,Fremont,94536
2858-EIMXH,Vallejo,94592
6419-ZTTLE,Yountville,94599
8242-SOQUO,Oakland,94619
7460-ITWWP,Oakland,94621
7868-TMWMZ,Berkeley,94703
4829-ZLJTK,Penngrove,94951
8883-GRDWQ,Stinson Beach,94970
9845-PEEKO,Brookdale,95007
1751-NCDLI,Castroville,95012
2176-LVPNX,San Jose,95113
3452-ABWRL,San Jose,95132
1779-PWPMG,San Jose,95139
3082-WQRVY,Stockton,95203
2460-NGXBJ,Stockton,95206
5268-DSMNQ,Farmington,95230
6242-MBHPK,Hathaway Pines,95233
4782-OSFXZ,Lodi,95242
1282-IHQAC,Sheep Ranch,95250
1641-RQDAY,Wallace,95254
5461-QKNTN,Catheys Valley,95306
8089-UZWLX,El Nido,95317
4468-KAZHE,Hughson,95326
1543-LLLFT,Waterford,95386
6507-ZJSUR,Albion,95410
9220-ZNKJI,Cobb,95426
0723-VSOBE,Dos Rios,95429
1004-NOZNR,Glen Ellen,95442
1251-STYSZ,Glenhaven,95443
9681-KYGYB,Kelseyville,95451
7005-CYUIL,Laytonville,95454
2388-LAESQ,Manchester,95459
3108-PCCGG,Redwood Valley,95470
6729-GDNGC,Westport,95488
4238-HFHSN,Elverta,95626
2692-BUCFV,Shingle Springs,95682
5651-WYIPH,Vacaville,95688
8752-GHJFU,Applegate,95703
6896-SRVYQ,Camino,95709
9052-VKDUW,Pollock Pines,95726
2480-EJWYP,Roseville,95747
6806-YDEUL,Sacramento,95817
0222-CNVPT,Sacramento,95820
6048-UWKAL,Beale Afb,95903
9290-SHCMB,Brownsville,95919
2277-BKJKN,Camptonville,95922
8016-ZMGMO,Colusa,95932
1728-CXQBE,Glenn,95943
0481-SUMCB,Greenville,95947
2811-POVEX,Live Oak,95953
7905-NJMXS,Williams,95987
9957-YODKZ,Canby,96015
3223-DWFIO,Forks Of Salmon,96031
3292-PBZEJ,Greenview,96037
0993-OSGPT,Junction City,96048
7108-DGVUU,Lookout,96054
9906-NHHVC,Macdoel,96058
8152-UOBNY,Mineral,96063
7351-KYHQH,Fallbrook,92028
6374-NTQLP,Trinity Center,96091
6267-DCFFZ,Madeline,96119
2439-LYPMQ,Milford,96121
7426-WEIJX,Olympic Valley,96146
3761-FLYZI,Los Angeles,90011
1060-ENTOF,Los Angeles,90028
0999-QXNSA,Los Angeles,90029
9365-SRSZE,Los Angeles,90036
4918-FYJNT,Los Angeles,90063
4854-CIDCF,Los Angeles,90065
3280-MRDOF,Los Angeles,90067
6407-UTSLV,Compton,90222
5935-FCCNB,Downey,90242
9705-IOVQQ,Huntington Park,90255
1320-REHCS,Inglewood,90301
2057-BOYKM,Inglewood,90305
0134-XWXCE,Santa Monica,90403
2307-FYNNL,La Mirada,90638
5605-XNWEN,Montebello,90640
2519-LBNQL,Artesia,90701
8623-ULFNQ,Cerritos,90703
7789-HKSBS,Lakewood,90713
2070-XYMFH,Long Beach,90815
5663-QBGIS,La Canada Flintridge,91011
3402-XRIUO,Glendale,91201
8058-DMYRU,Glendale,91208
3537-RYBHH,Northridge,91324
0523-VNGTF,Sun Valley,91352
7105-MXJLL,Valencia,91355
7064-FRRSW,Tarzana,91356
1636-NTNCO,Valley Village,91607
3219-JQRSL,Monterey Park,91755
1845-CSBRZ,Pomona,91766
3723-BFBGR,Borrego Springs,92004
5692-ICXLW,Escondido,92027
7020-OZKXZ,Vista,92084
0308-GIQJT,San Diego,92126
8775-ERLNB,Indio,92203
8309-IEYJD,Indian Wells,92210
7361-YPXFS,Brawley,92227
6557-BZXLQ,Cabazon,92230
4832-VRBMR,Parker Dam,92267
7901-TBKJX,Twentynine Palms,92278
9919-FZDED,Yucca Valley,92284
7206-PQBBZ,Fontana,92336
4079-VTGLK,Riverside,92501
2931-VUVJN,Murrieta,92562
2878-RMWXY,Temecula,92590
7375-WMVMT,Wildomar,92595
7622-FWGEW,Costa Mesa,92626
0380-NEAVX,Newport Beach,92660
8495-LJDFO,Rancho Santa Margarita,92688
1302-UHBDD,Ladera Ranch,92694
3597-YASZG,Tustin,92782
3420-ZDBMA,Brea,92821
3398-GCPMU,Fullerton,92833
1013-QCWAM,Garden Grove,92841
0336-PIKEI,Orange,92869
7322-OCWHC,Placentia,92870
5732-IKGQH,Camarillo,93012
0093-EXYQL,Ojai,93023
9168-INPSZ,Port Hueneme,93041
0015-UOCOJ,Simi Valley,93063
5334-AFQJB,Simi Valley,93065
2754-SDJRD,Somis,93066
1465-LNTLJ,Santa Barbara,93109
4706-DGAHW,California Hot Springs,93207
8552-OBVRU,Ivanhoe,93235
9776-OJUZI,Lost Hills,93249
0869-PAPRP,Pixley,93256
4238-JSSWH,Porterville,93257
9121-PHQSR,Stratford,93266
9796-MVYXX,Weldon,93283
7268-IGMFD,Avila Beach,93424
0013-SMEOE,Lompoc,93437
2573-GYRUU,San Miguel,93451
6486-LHTMA,California City,93505
4083-BFNYK,Acton,93510
1089-HDMKP,Bridgeport,93517
0141-YEAYS,Fallbrook,92028
9603-OAIHC,Palmdale,93551
8406-LNMHF,Temecula,92592
0023-UYUPN,Ahwahnee,93601
6360-SVNWV,Big Creek,93605
9050-IKDZA,Clovis,93611
1197-BVMVG,Friant,93626
5198-EFNBM,Kingsburg,93631
7516-GMHUV,Lakeshore,93634
6614-YWYSC,Sultana,93666
8735-SDUFN,Salinas,93908
7016-NVRIC,Chualar,93925
9825-YCXWZ,Loma Mar,94021
2000-DHJUY,Menlo Park,94025
9796-BPKIW,Redwood City,94063
9137-NOQKA,South San Francisco,94080
7748-UMTRK,San Francisco,94132
6463-MVYRY,Palo Alto,94301
4526-ZJJTM,San Mateo,94403
5315-CKEQK,Castro Valley,94546
0907-HQNTS,Pittsburg,94565
8250-ZNGGW,Rio Vista,94571
8166-ORCHU,Oakland,94605
1855-CFULU,Oakland,94619
8628-MFKAX,San Pablo,94806
9508-ILZDG,Dillon Beach,94929
6128-AQBMT,Nicasio,94946
4295-YURET,San Quentin,94964
7693-QPEFS,Davenport,95017
0924-BJCRC,Felton,95018
5533-NHFRF,San Jose,95132
4360-QRAVE,Farmington,95230
8433-WPJTV,French Camp,95231
5387-ASZNZ,Cressey,95312
2277-DJJDL,La Grange,95329
6963-EZQEE,Midpines,95345
2452-KDRRH,Mi Wuk Village,95346
5248-RPYWW,Turlock,95382
7923-IYJWY,Twain Harte,95383
1658-TJVOA,Cazadero,95421
0674-DGMAQ,Elk,95432
2761-XECQW,Glenhaven,95443
8059-UDZFY,Lucerne,95458
7740-BTPUX,Manchester,95459
8648-PFRMP,Ferndale,95536
8996-ZROXE,Miranda,95553
2207-QPJED,Somes Bar,95568
0516-QREYC,Capay,95607
3865-QBWSJ,Courtland,95615
5857-TYBCJ,Dixon,95620
4176-RELJR,Elmira,95625
7924-GJZFI,Jackson,95642
5897-ZYEKH,Lincoln,95648
5456-ITGIC,Loomis,95650
8070-AAWZP,Sheridan,95681
6860-YRJZP,Sacramento,95820
9391-DXGGG,Sacramento,95832
9844-FELAJ,Sacramento,95833
8395-ETZKQ,Sacramento,95841
8336-TAVKX,Berry Creek,95916
0581-BXBUB,Penn Valley,95946
5150-ITWWB,Hamilton City,95951
