Customer ID,City,Population
5445-GLVOT,Greenbrae,12010
2200-DSAAL,Greenbrae,12010
5656-JAMLX,Greenbrae,12010
1271-SJBGZ,Forest Knolls,1025
1942-OQFRW,Forest Knolls,1025
1955-IBMMB,Forest Knolls,1025
1360-RCYRT,Forest Knolls,1025
4441-NIHPT,Freedom,4753
5074-FBGHB,Freedom,4753
1482-OXZSY,Freedom,4753
3363-EWLGO,Freedom,4753
8999-BOHSE,Gilroy,49968
4750-UKWJK,Gilroy,49968
2351-BKRZW,Gilroy,49968
0377-JBKKT,Gilroy,49968
7029-RPUAV,Los Gatos,13290
0415-MOSGF,Los Gatos,13290
3373-YZZYM,Los Gatos,13290
1689-YQBYY,Los Gatos,13290
8111-SLLHI,San Jose,32804
4860-YZGZM,San Jose,32804
3486-HOOGQ,San Jose,32804
8757-TFHHJ,San Jose,32804
5293-WXJAK,San Jose,15798
7295-JOMMD,San Jose,15798
3063-QFSZL,San Jose,15798
3639-XJHKQ,San Jose,15798
4086-YQSNZ,Glencoe,21
4603-JANFB,Glencoe,21
5804-JMYIO,Glencoe,21
3831-YCPUO,Glencoe,21
8399-YNDCH,Columbia,2144
0870-VEMYL,Columbia,2144
5993-JSUWV,Columbia,2144
7975-JMZNT,Columbia,2144
5565-FILXA,Escondido,48690
2660-EMUBI,Escondido,48690
6179-GJPSO,Escondido,48690
7409-KIUTL,Escondido,48690
1732-VHUBQ,Escondido,48690
6894-LFHLY,Escondido,48690
5692-ICXLW,Escondido,48690
6917-YACBP,Escondido,48690
9029-FEGVJ,Escondido,48690
0439-IFYUN,Escondido,48690
2239-JALAW,Escondido,48690
2382-BCKQJ,Escondido,48690
5835-BEQEU,Escondido,48690
7250-EQKIY,Escondido,48690
1965-DDBWU,Escondido,48690
2568-OIADY,Escondido,48690
6338-AVWCY,Escondido,48690
0220-EBGCE,Escondido,48690
6502-MJQAE,Escondido,48690
4983-CLMLV,Escondido,48690
7663-ZTEGJ,Escondido,48690
8111-BKVDS,Escondido,48690
7241-AJHFS,Escondido,48690
7228-PAQPD,Escondido,48690
2585-KTFRE,Escondido,48690
9668-PUGNU,Escondido,48690
4455-BFSPD,Escondido,48690
7527-QNRUS,Escondido,48690
6352-GIGGQ,Escondido,48690
1574-DYCWE,Escondido,48690
5778-BVOFB,Escondido,48690
6728-WYQBC,Escondido,48690
7399-QHBJS,Escondido,48690
5320-BRKGK,Escondido,48690
1183-CANVH,Escondido,48690
6754-LZUKA,Escondido,48690
2868-LLSKM,Escondido,48690
0871-OPBXW,Escondido,48690
4187-CINZD,Lakewood,30173
6502-HCJTI,Lakewood,30173
2446-BEGGB,Lakewood,30173
2372-HWUHI,Lakewood,30173
7530-HDYDS,Lakewood,30173
5955-ERIHD,Lakewood,30173
1960-UOTYM,Lakewood,30173
6818-WOBHJ,Fulton,476
1496-GGSUK,Fulton,476
0301-FIDRB,Fulton,476
2697-NQBPF,Fulton,476
9134-CEQMF,Nice,2223
8878-HMWBV,Nice,2223
5312-IRCFR,Nice,2223
1494-EJZDW,Nice,2223
8519-IMDHU,Alderpoint,261
5649-RXQTV,Alderpoint,261
0813-TAXXS,Alderpoint,261
0458-HEUZG,Alderpoint,261
3372-KWFBM,Bayside,1689
5590-BYNII,Bayside,1689
6723-CEGQI,Bayside,1689
2578-JQPHZ,Bayside,1689
7206-GZCDC,Loleta,1447
5906-BFOZT,Loleta,1447
6112-KTHFQ,Loleta,1447
7435-ZNUYY,Loleta,1447
1768-ZAIFU,Rio Dell,3284
7817-BOQPW,Rio Dell,3284
2530-ENDWQ,Rio Dell,3284
1303-SRDOK,Rio Dell,3284
3793-MMFUH,Davis,648
7571-YXDAD,Davis,648
2160-GPFXD,Davis,648
8946-BFWSG,Davis,648
6567-HOOPW,Folsom,51855
7486-KSRVI,Folsom,51855
0238-WHBIQ,Folsom,51855
3736-BLEPA,Folsom,51855
8621-MNIHH,Madison,844
6048-QBXKL,Madison,844
1406-PUQVY,Madison,844
0463-TXOAK,Madison,844
5419-CONWX,Pleasant Grove,901
8079-XRJRS,Pleasant Grove,901
0960-HUWBM,Pleasant Grove,901
5760-FXFVO,Pleasant Grove,901
7024-OHCCK,Sheridan,1219
8070-AAWZP,Sheridan,1219
0016-QLJIS,Sheridan,1219
2845-KDHVX,Sheridan,1219
5357-TZHPP,Wheatland,3600
1541-ETJZO,Wheatland,3600
7851-FLGGQ,Wheatland,3600
5762-TJXGK,Wheatland,3600
0506-LVNGN,Rancho Cordova,299
3058-HJCUY,Rancho Cordova,299
8189-DUKMV,Rancho Cordova,299
6681-ZSEXG,Rancho Cordova,299
9809-IMGCQ,Canyon Dam,86
0511-JTEOY,Canyon Dam,86
4567-AKPIA,Canyon Dam,86
5084-OOVCJ,Canyon Dam,86
3254-YRILK,Dobbins,614
3685-YLCMQ,Dobbins,614
7968-QUXNS,Dobbins,614
3807-BPOMJ,Dobbins,614
0529-ONKER,Forest Ranch,1351
6029-CSMJE,Forest Ranch,1351
9972-NKTFD,Forest Ranch,1351
2669-QVCRG,Forest Ranch,1351
5240-IJOQT,Grass Valley,17922
3030-YZADT,Grass Valley,17922
7814-LEEVE,Grass Valley,17922
0419-YAAPX,Grass Valley,17922
0661-XEYAN,Nevada City,17269
1834-WULEG,Nevada City,17269
6654-QGBZZ,Nevada City,17269
7945-PRBVF,Nevada City,17269
7675-OZCZG,Fallbrook,42239
8290-YWKHZ,Fallbrook,42239
2718-GAXQD,Fallbrook,42239
3096-JRDSO,Fallbrook,42239
0723-DRCLG,Fallbrook,42239
8361-LTMKD,Fallbrook,42239
5701-YVSVF,Fallbrook,42239
7351-KYHQH,Fallbrook,42239
0141-YEAYS,Fallbrook,42239
0531-ZZJWQ,Fallbrook,42239
0742-MOABM,Fallbrook,42239
2957-LOLHO,Fallbrook,42239
0306-JAELE,Fallbrook,42239
6599-RCLCJ,Fallbrook,42239
2845-HSJCY,Fallbrook,42239
9734-UYXQI,Fallbrook,42239
8945-MUQUF,Fallbrook,42239
1591-NFNLQ,Fallbrook,42239
4013-UBXWQ,Fallbrook,42239
3148-BLQJT,Fallbrook,42239
4210-QFJMF,Fallbrook,42239
3746-EUBYR,Fallbrook,42239
9986-BONCE,Fallbrook,42239
8601-QACRS,Fallbrook,42239
5923-GXUOC,Fallbrook,42239
4432-ADRLB,Fallbrook,42239
9048-JVYVF,Fallbrook,42239
9250-WYPLL,Fallbrook,42239
1518-VOWAV,Fallbrook,42239
9451-LPGOO,Fallbrook,42239
5175-WLYXL,Fallbrook,42239
9637-CDTKZ,Fallbrook,42239
0602-DDUML,Fallbrook,42239
4770-UEZOX,Fallbrook,42239
8800-JOOCF,Fallbrook,42239
3007-FDPEA,Fallbrook,42239
6509-TSGWN,Fallbrook,42239
9701-CDXHR,Fallbrook,42239
9921-EZKBY,Fallbrook,42239
2946-KIQSP,Fallbrook,42239
4957-SREEC,Fallbrook,42239
7696-AMHOD,Fallbrook,42239
6257-DTAYD,Fallbrook,42239
9391-EOYLI,Lewiston,1845
5233-GEEAX,Lewiston,1845
0520-FDVVT,Lewiston,1845
9938-EKRGF,Lewiston,1845
2761-OCIAX,Palo Cedro,4931
1565-RHDJD,Palo Cedro,4931
8853-TZDGH,Palo Cedro,4931
6728-VOIFY,Palo Cedro,4931
3068-OMWZA,Round Mountain,459
1536-YHDOE,Round Mountain,459
0114-PEGZZ,Round Mountain,459
0661-KQHNK,Round Mountain,459
4154-AQUGT,San Diego,28201
8017-LXHFA,San Diego,28201
4248-QPAVC,San Diego,28201
4690-LLKUA,San Diego,28201
9490-DFPMD,San Diego,28201
8580-AECUZ,San Diego,28201
6032-KRXXO,San Diego,28201
7459-RRWQZ,San Diego,28201
3092-IGHWF,San Diego,28201
6352-TWCAU,San Diego,28201
2929-QNSRW,San Diego,28201
1262-OPMFY,San Diego,28201
1899-VXWXM,San Diego,28201
3331-HQDTW,San Diego,28201
5442-XSDCW,San Diego,28201
3049-NDXFL,San Diego,28201
7786-WBJYI,San Diego,28201
3716-BDVDB,San Diego,28201
5884-GCYMI,San Diego,28201
3976-BWUCK,San Diego,28201
2863-IMQDR,San Diego,28201
3090-LETTY,San Diego,28201
5047-LHVLY,San Diego,4258
8058-JMEQO,San Diego,4258
9248-OJYKK,San Diego,4258
3398-FSHON,San Diego,4258
3319-DWOEP,San Diego,4258
4190-MFLUW,San Diego,4258
7825-GKXMW,San Diego,4258
4430-UZIPO,San Diego,4258
5688-KZTSN,San Diego,4258
6518-LGAOV,San Diego,4258
7242-QZLXF,San Diego,4258
4576-CSAJH,San Diego,4258
1000-AJSLD,San Diego,4258
1062-LHZOD,San Diego,4258
9600-NAXZN,San Diego,4258
6457-USBER,San Diego,4258
4662-EKDPQ,San Diego,4258
6563-VRERX,San Diego,4258
5989-PGKJB,San Diego,4258
6439-PKTRR,San Diego,4258
8375-DKEBR,Hermosa Beach,18693
5561-NWEVX,Hermosa Beach,18693
8185-UPYBR,Hermosa Beach,18693
3887-PBQAO,Hermosa Beach,18693
3955-JBZZM,Hermosa Beach,18693
7279-BUYWN,Buena Park,44442
0685-MLYYM,Buena Park,44442
8402-OOOHJ,Buena Park,44442
1837-YQUCE,Buena Park,44442
2821-WARNZ,Buena Park,44442
7156-MHUGY,Buena Park,33528
0749-IRGQE,Buena Park,33528
2947-DOMLJ,Buena Park,33528
9445-ZUEQE,Buena Park,33528
4879-GZLFH,Buena Park,33528
9606-PBKBQ,Long Beach,63136
2749-CTKAJ,Long Beach,63136
8400-WZICQ,Long Beach,63136
9258-CNWAC,Long Beach,63136
5115-SQAAU,Long Beach,63136
3536-IQCTX,South Pasadena,23984
7599-FKVXZ,South Pasadena,23984
2982-VPSGI,South Pasadena,23984
1159-WFSGR,South Pasadena,23984
9572-WUKSB,South Pasadena,23984
3132-TVFDZ,Glendale,21990
2921-XWDJH,Glendale,21990
3295-YVUSR,Glendale,21990
6317-YPKDH,Glendale,21990
1760-CAZHT,Glendale,21990
8080-DDEMJ,Glendale,17015
4119-ZYPZY,Glendale,17015
9367-WXLCH,Glendale,17015
2558-BUOZZ,Glendale,17015
8441-SHIPE,Glendale,17015
6702-OHFWR,Reseda,68018
7758-XKCBS,Reseda,68018
3363-DTIVD,Reseda,68018
2916-BQZLN,Reseda,68018
8092-NLTGF,Reseda,68018
4510-PYUSH,Sylmar,81986
6563-VNPMN,Sylmar,81986
9142-KZXOP,Sylmar,81986
2368-GAKKQ,Sylmar,81986
9840-EFJQB,Sylmar,81986
8840-DQLGN,Burbank,11517
2080-CAZNM,Burbank,11517
4078-SAYYN,Burbank,11517
3316-UWXUY,Burbank,11517
3612-YUNGG,Burbank,11517
4193-ORFCL,North Hollywood,45358
9227-UAQFT,North Hollywood,45358
0853-TWRVK,North Hollywood,45358
1676-MQAOA,North Hollywood,45358
8930-XOTDP,North Hollywood,45358
7776-QWNFX,Chino,75319
0221-WMXNQ,Chino,75319
9079-YEXQJ,Chino,75319
6897-RWMUB,Chino,75319
6202-JVYEU,Chino,75319
6689-TCZHQ,Claremont,34716
0963-ZBDRN,Claremont,34716
0303-UNCIP,Claremont,34716
8591-TKMZH,Claremont,34716
9700-ZCLOT,Claremont,34716
9497-QCMMS,San Diego,51213
3424-NMNBO,San Diego,51213
4514-GFCFI,San Diego,51213
8000-REIQB,San Diego,51213
0420-BWTPW,San Diego,51213
8183-ONMXC,San Diego,51213
9614-RMGHA,San Diego,51213
5054-IEXZT,San Diego,51213
5834-ASPWA,San Diego,51213
3948-XHGNA,San Diego,51213
0565-IYCGT,San Diego,51213
5445-UTODQ,San Diego,51213
1024-VRZHF,San Diego,51213
0348-SDKOL,San Diego,51213
4373-MAVJG,San Diego,51213
8901-HJXTF,San Diego,51213
5419-KLXBN,San Diego,51213
9828-AOQLM,San Diego,51213
7615-ESMYF,San Diego,51213
3858-VOBET,San Diego,51213
1447-PJGGA,San Diego,51213
8565-CLBZW,San Diego,51213
9139-WQQDY,San Diego,51213
0224-HJAPT,San Diego,51213
8086-OVPWV,San Diego,51213
9430-FRQOC,San Diego,51213
3074-GQWYX,San Diego,51213
6845-RGTYS,San Diego,51213
8861-HGGKB,San Diego,51213
7065-YUNRY,San Diego,51213
9069-LGEUL,San Diego,51213
5442-BXVND,San Diego,51213
8731-WBBMB,San Diego,51213
0422-UXFAP,San Diego,51213
9961-JBNMK,Desert Center,964
0177-PXBAT,Desert Center,964
5616-PRTNT,Desert Center,964
6559-PDZLR,Desert Center,964
6075-SLNIL,Desert Center,964
8051-HJRLT,Wrightwood,4253
8337-UPOAQ,Wrightwood,4253
7000-WCEVQ,Wrightwood,4253
0447-BEMNG,Wrightwood,4253
4021-RQSNY,Moreno Valley,12743
9306-CPCBC,Moreno Valley,12743
8535-SFUTN,Moreno Valley,12743
9770-KXGQU,Moreno Valley,12743
9061-TIHDA,Murrieta,18311
9412-GHEEC,Murrieta,18311
6174-NRBTZ,Murrieta,18311
3002-WQZWT,Murrieta,18311
8699-ASUFO,Nuevo,7344
9481-IEBZY,Nuevo,7344
3482-ABPKK,Nuevo,7344
4277-UDIEF,Nuevo,7344
4695-WJZUE,Irvine,17621
7856-GANIL,Irvine,17621
4234-XTNEA,Irvine,17621
6872-HXFNF,Irvine,17621
3988-RQIXO,Corona Del Mar,13422
0812-WUPTB,Corona Del Mar,13422
2696-NARTR,Corona Del Mar,13422
5394-MEITZ,Corona Del Mar,13422
5931-FLJJF,Midway City,8660
3580-HYCSP,Midway City,8660
0237-YFUTL,Midway City,8660
8048-DSDFQ,Midway City,8660
3207-OYBWH,Newport Beach,4242
5301-GAUUY,Newport Beach,4242
0840-DCNZE,Newport Beach,4242
6693-FRIRW,Newport Beach,4242
7216-EWTRS,Newport Beach,22133
2654-VBVPB,Newport Beach,22133
9862-KJTYK,Newport Beach,22133
3173-NVMPX,Newport Beach,22133
2528-HFYZX,Santa Ana,37879
5756-JYOJT,Santa Ana,37879
7392-YYPYJ,Santa Ana,37879
9127-QRZMH,Santa Ana,37879
4140-MUHUG,Oak View,6503
6173-GOLSU,Oak View,6503
5240-CAOYT,Oak View,6503
5546-BYZSM,Oak View,6503
5440-FLBQG,Santa Barbara,15757
7207-RMRDB,Santa Barbara,15757
8945-GRKHX,Santa Barbara,15757
7228-OMTPN,Santa Barbara,15757
4612-THJBS,Terra Bella,5868
1536-HBSWP,Terra Bella,5868
7634-WSWDB,Terra Bella,5868
7452-FOLON,Terra Bella,5868
1846-XWOQN,Bradley,1363
7812-FZHPE,Bradley,1363
4312-KFRXN,Bradley,1363
2969-WGHQO,Bradley,1363
3757-NJYBX,Nipomo,15405
5057-LCOUI,Nipomo,15405
6786-OBWQR,Nipomo,15405
8309-PPCED,Nipomo,15405
9898-KZQDZ,Lee Vining,504
1266-NZYUI,Lee Vining,504
9140-CZQZZ,Lee Vining,504
1089-XZWHH,Lee Vining,504
8263-JQAIK,Palmdale,6787
0324-BRPCJ,Palmdale,6787
0322-CHQRU,Palmdale,6787
9251-AWQGT,Palmdale,6787
2205-YMZZJ,Clovis,33856
4817-QRJSX,Clovis,33856
7131-ZQZNK,Clovis,33856
8687-BAFGU,Clovis,33856
1254-IZEYF,Cutler,5519
5726-CVNYA,Cutler,5519
0829-XXPLX,Cutler,5519
4686-UXDML,Cutler,5519
9221-OTIVJ,Dunlap,506
2040-OBMLJ,Dunlap,506
0608-JDVEC,Dunlap,506
7480-SPLEF,Dunlap,506
5908-QMGOE,Fowler,5635
5671-RQRLP,Fowler,5635
3345-PBBFH,Fowler,5635
6349-JDHQP,Fowler,5635
0397-GZBBC,South Dos Palos,343
3104-OWCGK,South Dos Palos,343
6834-NXDCA,South Dos Palos,343
7401-RUBNK,South Dos Palos,343
7641-EUYET,Tranquillity,1130
6711-VTNRE,Tranquillity,1130
9650-VBUOG,Tranquillity,1130
8670-MEFCP,Tranquillity,1130
8245-UMPYT,Lockwood,538
4124-MMETB,Lockwood,538
1194-BHJYC,Lockwood,538
1752-OZXFY,Lockwood,538
5186-SAMNZ,Marina,21759
3671-SHRSP,Marina,21759
3663-MITLP,Marina,21759
9066-QRSDU,Marina,21759
5373-SFODM,San Lucas,521
1363-TXLSL,San Lucas,521
0323-XWWTN,San Lucas,521
7858-GTZSP,San Lucas,521
0022-TCJCI,Daly City,63337
4976-LNFVV,Daly City,63337
7876-AEHIG,Daly City,63337
4553-DVPZG,Daly City,63337
5130-IEKQT,San Francisco,56330
7508-SMHXL,San Francisco,56330
2428-HYUNX,San Francisco,56330
9031-ZVQPT,San Francisco,56330
3269-ATYWD,San Francisco,22920
3519-ZKXGG,San Francisco,22920
4301-VVZKA,San Francisco,22920
8909-BOLNL,San Francisco,22920
7576-OYWBN,San Mateo,23393
6400-BWQKW,San Mateo,23393
2150-UWTFY,San Mateo,23393
3549-ZTMNH,San Mateo,23393
5539-TMZLF,Concord,36186
9448-REEVD,Concord,36186
1087-UDSIH,Concord,36186
1976-AZZPJ,Concord,36186
